#{"t_start": 1789427883.1638968, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
770.0,3307,35999.450057
525.0,4166,36016.189451
685.0,3377,36030.114811
575.0,2945,36042.325237
600.0,3423,36056.713454
605.0,3635,36071.566239
600.0,3421,36085.606076
570.0,3382,36099.442766
775.0,2972,36111.762643
575.0,3616,36126.90874
600.0,4073,36143.523247
570.0,3834,36159.401554
610.0,3817,36176.045311
570.0,4105,36193.161446
825.0,5149,36214.387453
575.0,3481,36228.699407
540.0,3104,36241.735083
770.0,3620,36256.73445
1350.0,7011,36286.060559
520.0,3887,36301.930665
575.0,3371,36315.714255
550.0,3393,36329.785807
600.0,3849,36345.973167
600.0,3449,36360.980935
540.0,3761,36376.455701
580.0,3102,36389.249918
545.0,3379,36403.29212
540.0,4141,36420.791116
570.0,2960,36432.827303
550.0,3145,36445.85635
600.0,3625,36460.653475
550.0,3652,36475.599041
600.0,3413,36489.948754
580.0,3216,36503.286381
805.0,4119,36520.066376
515.0,3509,36535.499248
800.0,3821,36551.65107
545.0,4414,36569.887276
570.0,3440,36584.252982
545.0,4003,36600.686492
515.0,3115,36613.961477
570.0,3379,36627.927883
620.0,2635,36638.762515
465.0,2897,36650.663035
770.0,3772,36666.526501
740.0,3115,36679.289942
545.0,3381,36693.189991
1150.0,7585,36725.305265
610.0,3537,36740.087278
745.0,3231,36753.485974
600.0,3147,36766.740493
480.0,2945,36778.869604
575.0,3951,36795.058976
1200.0,7457,36826.065838
720.0,4279,36843.763357
770.0,3827,36859.548391
570.0,4253,36877.496283
600.0,3273,36891.896243
750.0,3539,36907.277796
770.0,3851,36923.027664
575.0,4060,36939.882631
600.0,3549,36954.38297
1315.0,6623,36981.991447
545.0,3720,36997.349556
580.0,3595,37012.104805
600.0,3645,37027.103048
570.0,3287,37040.48663
570.0,3472,37055.18574
570.0,3876,37071.142056
520.0,2923,37084.051713
800.0,3735,37099.408545
580.0,3355,37113.150851
1200.0,8127,37147.381011
550.0,2896,37159.264978
570.0,3137,37172.229998
770.0,3038,37184.681584
545.0,3449,37198.86793
575.0,3312,37212.878319
1355.0,7009,37241.491956
570.0,3131,37254.526856
600.0,4201,37272.473361
835.0,5089,37293.862474
935.0,6933,37322.38622
770.0,2995,37334.649923
815.0,4401,37353.251843
575.0,3363,37367.004372
455.0,2657,37378.126885
550.0,3265,37391.699984
1050.0,5995,37416.223268
800.0,4409,37434.897028
800.0,4499,37454.623278
600.0,3613,37469.343348
190.0,1791,37476.699777
545.0,3472,37491.194215
740.0,3166,37505.390226
800.0,3347,37519.391899
745.0,3546,37534.040513
575.0,3473,37571.139051
575.0,4064,37587.920743
1145.0,7283,37618.916069
545.0,3145,37632.199924
860.0,5503,37654.805696
660.0,3777,37670.825234
460.0,2641,37682.078711
1385.0,6986,37712.82365
805.0,3213,37726.671631
520.0,4115,37743.591846
1205.0,7047,37773.308734
540.0,3028,37785.950603
575.0,4343,37805.184195
570.0,4167,37822.190127
570.0,3778,37838.016989
800.0,3299,37851.737823
545.0,3571,37866.499675
1075.0,6645,37893.736922
600.0,3257,37907.474431
575.0,3629,37922.437113
570.0,3372,37936.316556
600.0,3217,37949.491473
745.0,4055,37966.524772
570.0,3009,37980.032675
775.0,2668,37991.814219
600.0,3567,38007.259636
545.0,3308,38021.095419
600.0,3313,38035.004305
1210.0,6261,38060.551011
600.0,3669,38075.576051
570.0,3686,38091.122417
570.0,2981,38103.33196
540.0,3706,38118.459422
1295.0,7057,38147.672722
830.0,5473,38171.268071
575.0,3308,38184.878383
345.0,2657,38195.769032
600.0,3765,38211.07294
605.0,3631,38225.88554
600.0,3977,38242.3952
690.0,4329,38260.185932
975.0,5009,38280.678015
570.0,3052,38293.595211
600.0,3383,38307.344831
540.0,3881,38324.000243
545.0,4069,38344.559384
280.0,2615,38356.074097
775.0,3344,38370.057353
1370.0,7165,38399.755111
600.0,3673,38415.304983
575.0,2889,38427.204701
545.0,3479,38442.053989
570.0,3499,38456.433681
605.0,3305,38469.935212
975.0,3837,38485.78366
945.0,3586,38500.660184
1170.0,6683,38529.313923
580.0,3073,38542.02428
570.0,3073,38554.73
600.0,3425,38569.030995
825.0,4463,38587.470395
600.0,3627,38602.520556
600.0,3525,38617.000016
600.0,3585,38631.859433
570.0,3173,38644.773235
570.0,3849,38660.628038
920.0,5995,38686.041723
1280.0,6491,38714.228771
770.0,3290,38727.801506
775.0,3703,38743.10168
1070.0,5583,38766.427608
575.0,3283,38779.900704
545.0,3453,38794.132376
860.0,5363,38817.151175
490.0,3313,38831.163772
540.0,3523,38845.84472
1295.0,6431,38872.943808
1350.0,7204,38903.77474
800.0,3209,38917.211788
470.0,3365,38931.189295
605.0,3631,38946.131271
600.0,3491,38960.455919
1120.0,6963,38989.173362
520.0,3168,39002.68644
695.0,4155,39019.607532
575.0,3867,39035.560713
600.0,3265,39048.959377
600.0,3143,39062.208457
555.0,3493,39077.332566
570.0,3820,39093.08197
800.0,3981,39109.495802
575.0,3730,39124.734528
925.0,6501,39151.357522
1035.0,6939,39180.087324
555.0,3571,39194.725767
570.0,2591,39205.345994
555.0,3541,39219.786043
575.0,3578,39234.554791
600.0,3817,39274.020549
925.0,5375,39296.519415
570.0,3024,39308.999875
540.0,3002,39321.300991
600.0,3639,39336.216779
540.0,2988,39348.870384
895.0,5645,39372.014078
550.0,2800,39383.529588
605.0,3729,39398.696315
600.0,3585,39413.46615
570.0,3564,39428.612284
600.0,3331,39442.987574
770.0,3105,39455.648196
805.0,3045,39468.442516
1000.0,3597,39483.345851
800.0,2945,39495.785791
575.0,2938,39507.928402
1055.0,6223,39533.714403
1315.0,7389,39564.136607
605.0,3177,39577.813894
600.0,3955,39594.656061
445.0,3185,39607.759199
570.0,3697,39623.892974
540.0,3535,39638.330096
1055.0,6341,39664.833568
600.0,3749,39680.262123
800.0,2909,39692.22474
1550.0,6539,39719.275144
575.0,3066,39732.111745
600.0,3513,39746.468505
800.0,3513,39760.923837
580.0,3194,39774.179057
600.0,3417,39788.247726
555.0,3059,39801.708156
515.0,3765,39817.522006
1430.0,8311,39851.809705
1390.0,6724,39879.489832
940.0,6313,39905.547293
1230.0,6506,39932.293385
880.0,3615,39947.545071
1200.0,6747,39975.951936
980.0,5861,40000.195771
515.0,3275,40013.661885
1080.0,5840,40038.140009
945.0,5919,40062.240769
600.0,3819,40078.083011
515.0,3381,40092.171497
900.0,5017,40112.666747
1845.0,9503,40151.937986
2145.0,9441,40191.70364
600.0,3401,40206.055333
545.0,3258,40219.577183
1205.0,7283,40249.567319
600.0,3733,40264.911329
575.0,3725,40280.336319
570.0,3321,40293.934393
1990.0,8149,40327.615714
1175.0,7587,40360.251877
600.0,3165,40373.216678
800.0,3901,40389.636027
540.0,3595,40404.334638
600.0,3571,40418.967269
520.0,3236,40432.21692
1205.0,6105,40457.768049
600.0,3029,40470.800608
1255.0,6604,40498.780766
775.0,3419,40512.898065
800.0,3325,40527.385737
940.0,3618,40542.717611
570.0,3657,40557.768591
1315.0,6617,40585.05216
745.0,3392,40598.884491
600.0,4015,40615.775676
1325.0,5671,40639.234183
570.0,3119,40652.101979
515.0,3073,40664.685795
600.0,4207,40681.955441
550.0,3184,40695.267301
800.0,3753,40711.530274
1205.0,6795,40739.518623
600.0,4467,40757.889504
465.0,2969,40770.267625
980.0,6173,40795.780796
570.0,3145,40808.650517
575.0,2890,40820.507692
570.0,4161,40837.526725
545.0,3166,40850.88338
575.0,3699,40866.305348
1430.0,7373,40897.63552
570.0,2901,40909.331859
600.0,3293,40923.082669
555.0,3475,40937.332111
570.0,3989,40977.872714
540.0,3116,40990.730607
600.0,3525,41005.655825
775.0,3619,41020.546944
575.0,3566,41035.230671
600.0,3789,41050.76063
600.0,3693,41066.890952
545.0,2746,41078.213233
335.0,2535,41088.39245
490.0,3973,41106.148773
540.0,2640,41117.129551
800.0,4249,41135.068119
575.0,3533,41149.563867
945.0,6423,41176.144451
570.0,3229,41189.345115
600.0,3509,41204.118851
570.0,3115,41216.892899
575.0,3665,41231.883096
1080.0,6421,41259.13951
570.0,3597,41274.076253
1175.0,7821,41306.19647
540.0,3507,41320.659845
570.0,2846,41333.003705
555.0,3469,41348.918102
830.0,5605,41372.739977
600.0,3195,41385.94286
995.0,6983,41415.037209
600.0,3581,41430.737775
930.0,5657,41454.284361
570.0,3704,41469.264249
600.0,3177,41482.458099
1300.0,6671,41510.157825
845.0,5611,41533.207252
1545.0,6981,41561.739261
570.0,3389,41575.751432
570.0,3265,41589.027511
545.0,3408,41603.493731
1550.0,7109,41633.738175
540.0,3627,41648.683359
600.0,3163,41661.559869
600.0,3321,41675.293306
570.0,2832,41686.835052
770.0,3088,41699.563945
1355.0,5471,41722.375504
545.0,3400,41736.422092
600.0,3857,41752.223673
800.0,4171,41769.500023
455.0,3121,41782.235362
1345.0,6673,41810.322037
1200.0,6871,41838.515304
555.0,3721,41853.945428
600.0,3665,41868.907938
710.0,3727,41884.058389
1050.0,6664,41911.497623
545.0,3162,41924.498671
570.0,2985,41937.174138
745.0,4079,41953.924985
570.0,3241,41967.660347
1535.0,8337,42002.746951
600.0,2937,42016.805262
490.0,3153,42030.02753
585.0,3112,42042.966985
800.0,3479,42057.127411
600.0,2873,42069.010902
585.0,2956,42081.026289
840.0,4687,42101.330603
600.0,3637,42116.293441
570.0,3259,42129.81535
600.0,3885,42145.915897
605.0,3781,42162.283354
570.0,3542,42177.076843
600.0,3433,42191.197971
570.0,3780,42206.670531
775.0,3038,42219.241479
540.0,3071,42231.897763
745.0,3009,42244.559413
610.0,3767,42259.974332
1145.0,7484,42291.467909
725.0,4575,42310.870874
560.0,3326,42324.554767
600.0,2941,42337.836773
525.0,2643,42348.805092
575.0,3585,42363.450255
545.0,2810,42375.284773
605.0,2965,42387.519978
785.0,3585,42402.229075
605.0,2813,42413.808879
1150.0,6893,42442.26754
800.0,3463,42456.560761
580.0,3182,42469.897096
570.0,3791,42485.322695
550.0,3038,42497.813139
405.0,3053,42511.003065
580.0,2633,42522.065012
540.0,3014,42534.718275
1295.0,5957,42559.496802
545.0,2945,42571.52509
540.0,3109,42584.23103
805.0,5019,42604.865044
775.0,3111,42617.502254
1080.0,6073,42642.952443
545.0,3173,42655.995498
600.0,2757,42690.251044
1375.0,6721,42718.382576
1330.0,6305,42744.141982
1065.0,5281,42766.269676
435.0,3693,42781.491911
605.0,3213,42794.749631
515.0,3211,42807.910129
1000.0,3101,42820.740416
570.0,3031,42833.24206
545.0,3395,42847.439064
540.0,3306,42860.884838
630.0,3815,42877.478019
600.0,3283,42890.907244
605.0,2889,42903.446959
605.0,3033,42917.387036
770.0,3547,42932.236683
770.0,3827,42947.969335
1000.0,3411,42962.062408
540.0,3272,42976.018397
1125.0,6193,43001.355503
575.0,3240,43014.64285
770.0,3853,43030.350726
725.0,3600,43045.34866
1280.0,6871,43074.512084
605.0,3317,43088.279684
605.0,3205,43101.520471
600.0,3311,43115.002184
600.0,3637,43130.060689
680.0,3971,43146.645408
575.0,4391,43164.614724
1265.0,6101,43190.093404
580.0,3109,43203.263341
545.0,2825,43214.812619
545.0,3169,43228.029923
545.0,3195,43242.17554
770.0,3364,43255.911232
525.0,3035,43268.356442
600.0,3157,43281.423717
540.0,3791,43297.323468
525.0,3498,43311.805243
1580.0,7266,43341.726646
600.0,3589,43356.437865
540.0,3280,43369.841603
575.0,3757,43385.625237
600.0,3507,43399.898659
1305.0,5335,43422.707592
730.0,4903,43443.384418
570.0,3437,43457.473539
600.0,3849,43473.350431
600.0,3641,43488.274043
770.0,2817,43499.953766
575.0,3189,43513.325893
1145.0,7087,43542.691587
800.0,3563,43557.397531
540.0,3564,43572.013559
515.0,3532,43586.461508
575.0,3625,43602.678469
805.0,3925,43619.050013
545.0,3312,43633.73207
600.0,3719,43649.598654
540.0,3469,43664.127701
1305.0,6849,43692.807155
1120.0,6339,43723.384016
490.0,3943,43741.714417
1680.0,8749,43779.455006
1230.0,7327,43809.986323
570.0,3248,43823.301742
575.0,3745,43838.678669
545.0,2981,43851.134447
600.0,3957,43867.596309
570.0,4013,43883.863909
600.0,3883,43899.684906
545.0,3729,43915.133653
1000.0,3713,43930.761181
545.0,2883,43942.448382
575.0,3384,43956.459738
600.0,3375,43972.728708
545.0,3372,43986.945576
570.0,3815,44003.117932
600.0,3661,44018.417173
605.0,3685,44033.790234
490.0,3613,44048.596192
745.0,3473,44062.874163
605.0,4137,44080.690458
510.0,3669,44096.708291
600.0,3331,44111.649624
600.0,3537,44126.589849
1345.0,7385,44158.640466
720.0,3371,44172.436556
570.0,3273,44185.919391
600.0,3301,44199.508374
1100.0,6673,44227.045484
545.0,3450,44241.311127
570.0,3899,44257.532955
1170.0,7549,44290.062507
570.0,3295,44303.617633
525.0,3407,44318.125414
570.0,2938,44331.652849
805.0,3497,44346.363665
600.0,3663,44361.379552
1430.0,7139,44411.692935
570.0,2995,44424.059078
600.0,3437,44438.114668
605.0,3173,44451.459252
800.0,3477,44465.786598
545.0,3721,44481.039221
540.0,3137,44493.966493
520.0,3579,44509.572813
600.0,3823,44525.573345
600.0,3429,44539.677544
535.0,2723,44550.894152
770.0,3216,44564.119877
805.0,2973,44576.452416
550.0,3496,44591.269859
745.0,3101,44604.120154
1100.0,6903,44633.036902
770.0,4231,44651.072065
575.0,3483,44665.660044
1280.0,6659,44695.476559
1150.0,7163,44725.589619
1325.0,7673,44757.779108
600.0,3605,44772.661878
540.0,3479,44787.061855
415.0,2685,44798.230257
1170.0,6413,44824.985174
1310.0,7273,44854.996708
1180.0,6613,44883.957332
520.0,3349,44897.718123
600.0,3561,44912.766412
570.0,3469,44927.138733
655.0,2847,44938.654648
970.0,3137,44951.570063
550.0,2832,44963.65566
545.0,3267,44979.39457
570.0,3275,44993.710304
920.0,6133,45019.046888
760.0,4112,45036.087243
515.0,4050,45054.348475
390.0,3327,45068.036188
405.0,2897,45079.98134
1210.0,6629,45107.600106
800.0,4667,45127.024991
600.0,4087,45143.887669
540.0,3308,45157.381133
540.0,3912,45173.510112
545.0,3555,45188.374584
605.0,3521,45202.898589
550.0,3369,45216.714196
835.0,5433,45240.338388
570.0,3321,45254.159804
730.0,4553,45273.20537
570.0,3934,45289.404004
545.0,3052,45302.004641
1180.0,6713,45329.718879
570.0,3834,45345.534189
1155.0,6084,45370.932033
600.0,3825,45386.749841
1320.0,6775,45415.466933
600.0,4263,45433.043866
545.0,2939,45445.363768
575.0,3066,45457.980205
665.0,3037,45470.328251
575.0,3251,45483.700351
570.0,3633,45498.676462
1260.0,7179,45528.31
570.0,3436,45542.401424
2195.0,9208,45580.294903
1170.0,8459,45616.178161
600.0,3401,45630.420382
1205.0,6351,45656.574692
925.0,5579,45679.532118
745.0,4464,45698.105297
600.0,3783,45714.016748
405.0,2965,45726.254618
600.0,3455,45740.435531
570.0,4465,45758.738632
935.0,5256,45784.140414
770.0,3277,45799.620098
570.0,3785,45815.979344
600.0,3153,45829.111264
1745.0,6397,45856.510256
545.0,3121,45869.81382
670.0,3671,45884.88427
550.0,4364,45904.248608
580.0,3439,45918.589942
570.0,4173,45935.990244
575.0,3472,45950.655574
540.0,3421,45966.417633
600.0,3953,45983.089931
570.0,3568,45997.652669
600.0,4019,46014.07463
550.0,3542,46029.12269
575.0,3045,46041.891854
585.0,3679,46057.333084
600.0,4169,46074.526759
1175.0,6350,46128.979268
605.0,4961,46151.123431
600.0,3409,46165.177943
600.0,3195,46178.210182
540.0,3772,46193.557682
575.0,3752,46208.943847
1200.0,6941,46238.107568
570.0,3443,46252.388616
605.0,2993,46264.579376
1130.0,7211,46294.120006
570.0,2967,46306.286772
750.0,3101,46320.419556
1430.0,6665,46348.601366
1310.0,6405,46374.953742
775.0,3107,46387.797841
465.0,3161,46401.36625
545.0,3421,46415.464706
1320.0,7361,46446.046191
1265.0,6081,46471.253838
575.0,2839,46483.152663
495.0,3661,46499.535125
800.0,3727,46515.610118
600.0,3299,46529.293701
570.0,3052,46541.853181
605.0,3837,46557.493131
1060.0,5787,46582.174716
600.0,2869,46594.156955
600.0,3297,46607.734076
905.0,5675,46631.164277
495.0,3089,46643.784182
570.0,3237,46657.702187
575.0,3616,46672.517174
1185.0,7015,46702.767668
600.0,3355,46716.482682
540.0,3977,46732.746564
550.0,2917,46745.214335
570.0,3925,46761.156389
980.0,6149,46786.698492
600.0,4275,46805.394104
1340.0,6293,46831.260426
605.0,3117,46844.126784
1120.0,6843,46873.929842
630.0,3713,46889.308796
600.0,3517,46904.34259
575.0,2860,46916.195843
555.0,3730,46931.468304
540.0,3531,46945.881166
605.0,3379,46959.73639
485.0,2793,46972.719876
600.0,3965,46989.488902
745.0,3269,47006.067773
780.0,4481,47028.774188
975.0,3715,47046.832657
510.0,2849,47058.681151
605.0,3179,47071.921257
575.0,3903,47088.448162
1230.0,6663,47116.987334
570.0,3243,47130.31271
740.0,2853,47142.233157
1295.0,6581,47169.540083
770.0,3685,47185.426279
540.0,3137,47198.50933
570.0,2746,47209.861273
575.0,3273,47224.689621
925.0,5685,47248.826621
1275.0,7069,47278.169285
570.0,3194,47292.068031
605.0,3681,47307.015716
1320.0,7271,47337.000166
860.0,5755,47360.932272
1150.0,6969,47390.382075
515.0,3693,47406.930031
575.0,3304,47420.768002
1045.0,6523,47448.607987
570.0,3344,47462.524995
600.0,3417,47476.663769
1040.0,6239,47502.391447
570.0,3929,47518.507059
550.0,2783,47530.305991
550.0,3002,47542.935752
575.0,2775,47554.487904
575.0,3206,47568.154432
575.0,2853,47580.021302
545.0,3052,47594.036447
1285.0,6315,47620.120832
525.0,3484,47635.300666
570.0,3521,47650.485543
1150.0,7057,47680.320728
515.0,3905,47697.326657
600.0,3469,47712.035346
575.0,3578,47726.735561
540.0,2945,47738.915479
545.0,2860,47750.845679
875.0,5089,47773.150412
600.0,3315,47786.955168
745.0,3768,47802.94106
540.0,3258,47816.418576
520.0,3449,47853.474819
495.0,3425,47867.555087
1340.0,5907,47892.714166
1125.0,6133,47917.919002
600.0,3233,47931.233835
570.0,3158,47944.18861
605.0,3579,47960.820993
1375.0,7159,47990.378738
570.0,3795,48005.814043
600.0,3513,48020.230188
570.0,3280,48033.96185
600.0,3801,48050.077785
1095.0,6607,48077.192277
555.0,3131,48090.057634
525.0,3029,48104.658711
1075.0,6326,48137.469215
1305.0,6371,48168.404176
600.0,4027,48185.203281
1515.0,7665,48217.277499
575.0,2718,48228.718394
540.0,3695,48245.148943
1220.0,6145,48270.905178
925.0,3358,48284.810318
1300.0,6507,48314.701459
980.0,5439,48338.261506
575.0,2931,48350.438473
1165.0,6743,48378.27686
800.0,3209,48391.491781
605.0,3197,48404.556894
1135.0,5933,48430.006334
775.0,3207,48443.288828
800.0,3571,48457.972881
605.0,3077,48471.754151
540.0,3116,48485.639161
600.0,3381,48500.889078
570.0,2810,48513.085398
600.0,3093,48526.124336
570.0,3333,48539.845131
1320.0,6843,48568.582675
600.0,3425,48582.853876
600.0,3387,48597.850542
575.0,3155,48613.433873
1105.0,6661,48641.24075
570.0,3060,48654.046019
605.0,3543,48668.668227
1405.0,6921,48699.191522
600.0,3703,48714.346147
600.0,3581,48728.988549
570.0,3038,48741.506613
745.0,2931,48754.33929
600.0,3289,48767.753464
600.0,3313,48781.411341
540.0,3109,48794.186847
440.0,3183,48807.245107
580.0,2914,48819.323322
1320.0,6551,48847.518785
800.0,3151,48862.499807
1040.0,6511,48889.500112
905.0,6391,48916.346609
1130.0,6331,48943.438432
600.0,2929,48955.49374
600.0,3123,48968.46286
750.0,3143,48981.338673
800.0,3853,48997.145458
600.0,3783,49013.256062
560.0,3130,49026.179938
600.0,3803,49043.372808
545.0,2917,49055.52357
800.0,3433,49069.654132
515.0,3137,49082.754165
600.0,3437,49096.920224
460.0,3527,49111.86977
540.0,3052,49124.666101
600.0,3839,49140.377807
600.0,3489,49154.716795
740.0,3155,49167.749503
1350.0,6896,49196.699834
1100.0,6183,49224.44753
570.0,3733,49239.96742
545.0,3339,49253.710215
395.0,2943,49266.658974
545.0,3695,49281.798801
600.0,3567,49296.873471
1350.0,6411,49323.490208
545.0,2988,49337.131674
770.0,3273,49350.664986
1375.0,7095,49380.97432
570.0,3713,49397.608603
545.0,2554,49409.100623
805.0,3353,49422.953787
725.0,3001,49436.393358
600.0,3485,49450.81658
670.0,3263,49466.870086
545.0,2998,49480.247504
485.0,3295,49494.146411
570.0,3210,49509.296834
800.0,3547,49523.844829
540.0,3448,49538.061426
545.0,3697,49553.456414
545.0,3761,49590.291607
545.0,3121,49604.046912
600.0,2645,49614.736575
1175.0,7150,49644.456022
545.0,3045,49657.28267
605.0,3603,49672.040206
540.0,3857,49688.551727
600.0,3257,49701.868991
1095.0,7051,49731.199083
1010.0,6377,49758.555623
600.0,2993,49772.056988
600.0,3065,49784.902392
545.0,3849,49801.46863
605.0,3585,49816.307073
1125.0,7331,49846.895732
520.0,3591,49861.586308
600.0,3241,49875.64462
540.0,2924,49887.777046
575.0,3557,49902.802662
600.0,3461,49917.204533
570.0,4027,49933.790221
575.0,3685,49950.723205
600.0,3749,49966.585592
745.0,3365,49980.689857
540.0,3024,49993.841829
540.0,4310,50011.568291
805.0,3009,50024.167559
800.0,3861,50039.941696
570.0,3017,50052.388997
805.0,3097,50065.052659
600.0,3373,50081.088915
1130.0,6365,50108.374049
870.0,3861,50125.657085
600.0,3525,50140.249447
575.0,3820,50156.025634
800.0,3795,50172.258247
715.0,3003,50184.524781
520.0,3736,50199.891396
695.0,3631,50214.861628
600.0,3825,50231.348514
550.0,3546,50245.966464
540.0,3418,50260.137968
570.0,3486,50274.707393
545.0,3173,50287.806406
1495.0,7235,50319.925535
570.0,2753,50331.364397
540.0,3641,50346.353215
480.0,3323,50360.015424
600.0,3675,50376.130165
600.0,3425,50390.379602
570.0,3651,50405.80878
600.0,3913,50421.9824
600.0,3473,50436.401126
600.0,3039,50448.988122
570.0,3123,50461.942703
575.0,2860,50474.674153
1085.0,6315,50502.238973
605.0,3101,50515.164828
545.0,3509,50529.599677
540.0,2832,50541.277022
605.0,3175,50555.092252
600.0,3521,50569.623808
770.0,2874,50581.635059
600.0,3907,50597.721105
800.0,4361,50616.441229
600.0,3021,50629.105212
570.0,3712,50644.330625
575.0,2811,50655.947918
600.0,3925,50673.496456
605.0,3651,50689.646759
600.0,3657,50706.611698
600.0,3531,50721.327334
830.0,5111,50742.555147
545.0,3453,50757.500285
1080.0,6545,50784.773586
515.0,3393,50798.815594
600.0,3475,50813.10419
800.0,3401,50827.856085
1000.0,3473,50842.189639
1105.0,6245,50869.594792
600.0,4229,50887.20462
775.0,3498,50902.026636
1430.0,6437,50928.836096
600.0,4199,50946.113135
800.0,3853,50961.965782
740.0,3852,50978.561708
605.0,3361,50992.49347
570.0,3673,51007.613844
545.0,3161,51020.493178
540.0,2689,51033.127022
1020.0,6327,51059.624482
1000.0,3879,51075.756751
600.0,3825,51091.875934
960.0,5817,51116.286597
800.0,4037,51133.643184
600.0,2889,51145.619737
675.0,4049,51162.834845
575.0,3073,51175.723102
895.0,5533,51198.430722
520.0,2954,51211.630976
585.0,2974,51224.585127
545.0,3191,51237.715165
600.0,2993,51250.010197
600.0,3369,51263.76264
600.0,3401,51278.209808
600.0,3197,51292.234395
570.0,3171,51330.508752
870.0,5865,51354.94393
715.0,3281,51368.695149
1285.0,6345,51396.721357
1210.0,7350,51427.370971
545.0,2761,51438.729494
570.0,3102,51451.545156
570.0,3106,51464.467773
545.0,3088,51477.220712
540.0,3541,51492.355955
520.0,3829,51508.108898
570.0,3722,51523.627928
600.0,3173,51536.798812
510.0,3311,51550.6775
600.0,3117,51564.031579
1205.0,7269,51595.476876
745.0,3473,51609.764105
600.0,3461,51624.258515
605.0,3371,51638.869274
750.0,3244,51652.269754
600.0,3061,51664.899487
575.0,3145,51677.975632
600.0,3515,51692.769795
545.0,2961,51706.934265
545.0,3135,51721.868876
570.0,3152,51735.550673
775.0,3331,51749.228509
1000.0,4283,51768.573166
605.0,3397,51782.646669
600.0,4033,51799.725219
540.0,2953,51812.02443
495.0,3611,51826.861426
545.0,3493,51841.32637
600.0,3225,51855.028474
570.0,3244,51868.549391
570.0,2654,51879.443895
800.0,3829,51897.045434
605.0,3085,51909.990298
1035.0,5203,51932.856076
500.0,3355,51947.872739
520.0,3225,51961.89033
575.0,3449,51976.804729
570.0,2953,51990.083024
1345.0,7383,52024.600793
545.0,2891,52038.426948
540.0,2938,52057.174015
570.0,3163,52074.824571
575.0,3583,52090.713987
600.0,4123,52107.761598
545.0,2960,52121.512126
600.0,3745,52137.627281
1220.0,5821,52161.677045
1515.0,6577,52189.577694
550.0,3238,52203.407923
520.0,3243,52216.802911
555.0,2803,52229.119761
600.0,2913,52242.593348
515.0,3459,52257.658955
570.0,4165,52274.696008
770.0,3095,52287.407833
570.0,3662,52304.60031
1330.0,6831,52332.80121
585.0,3344,52346.471223
575.0,2967,52358.666703
570.0,3580,52373.806491
550.0,3402,52388.619214
600.0,3819,52404.189054
800.0,2821,52415.941755
805.0,3435,52430.099177
575.0,3329,52443.757265
575.0,2462,52454.656655
1285.0,6891,52484.539389
570.0,3457,52498.875166
575.0,3899,52514.894837
290.0,2507,52525.913674
600.0,3175,52539.837971
600.0,3343,52553.535081
515.0,3235,52566.886811
1420.0,7775,52599.573982
575.0,3085,52612.311597
545.0,3373,52626.108784
540.0,3531,52640.632576
575.0,2583,52651.303398
575.0,3181,52666.347092
1320.0,6821,52694.694622
570.0,3512,52709.224241
540.0,3609,52724.025501
575.0,3528,52738.756838
575.0,3031,52751.665626
575.0,3265,52765.062251
570.0,3793,52780.590457
805.0,3137,52793.532205
600.0,3201,52806.651171
690.0,2915,52819.190392
600.0,3861,52835.288157
550.0,2611,52847.771223
610.0,2993,52860.214964
540.0,3442,52874.269757
575.0,3045,52886.934238
540.0,3576,52902.74937
575.0,3933,52918.81558
545.0,4911,52938.935869
520.0,3087,52951.712729
600.0,3541,52966.866253
600.0,3301,52981.298408
520.0,3247,52994.867321
540.0,3465,53009.276437
575.0,2810,53021.532375
570.0,3437,53036.997185
775.0,3145,53074.808334
1205.0,5527,53098.728256
220.0,1929,53106.675792
600.0,3229,53120.753933
775.0,3059,53133.801481
650.0,4069,53151.158243
1520.0,6647,53181.400379
1205.0,6493,53210.114639
550.0,3579,53225.192637
575.0,2853,53237.116038
575.0,3379,53251.209228
600.0,3357,53265.461092
600.0,3265,53279.991309
775.0,3457,53294.422956
570.0,3257,53307.793856
800.0,3273,53321.340854
1205.0,6751,53349.441155
1285.0,7897,53383.906179
575.0,3023,53397.419245
575.0,3031,53410.086612
575.0,3308,53423.764672
600.0,3301,53437.685814
575.0,3174,53451.317704
600.0,3353,53465.317063
1120.0,5281,53487.391537
1200.0,7508,53518.578725
570.0,4047,53535.39448
555.0,3851,53552.128435
515.0,2945,53564.884507
325.0,2337,53575.394094
570.0,4523,53594.441913
600.0,3703,53610.021792
600.0,4055,53626.722549
665.0,3831,53642.589757
800.0,3381,53656.434844
570.0,3545,53671.694931
1205.0,6471,53698.253177
740.0,3546,53712.955462
510.0,3697,53728.370377
600.0,3265,53742.963435
1140.0,5769,53768.589597
570.0,2789,53780.058788
580.0,3606,53794.873565
635.0,4001,53811.818077
600.0,3981,53828.261604
555.0,3137,53841.123174
605.0,3051,53853.666834
570.0,3126,53867.534564
600.0,3009,53880.108934
505.0,3381,53894.091254
600.0,3573,53908.828979
635.0,3129,53922.443304
570.0,3102,53936.954304
940.0,4479,53955.337736
570.0,4168,53972.81533
800.0,3113,53985.759965
1120.0,7713,54019.087404
600.0,3857,54035.112207
600.0,3421,54049.197216
600.0,2853,54061.014847
600.0,3663,54076.730484
600.0,3305,54090.539294
570.0,3408,54104.717583
570.0,3742,54121.883974
880.0,5805,54145.962541
