#{"t_start": 1789427883.1638968, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
295.0,2509,21164.279243
155.0,1471,21169.651314
175.0,1487,21174.879786
315.0,2353,21183.403899
255.0,2181,21192.173503
470.0,3099,21203.363621
275.0,2133,21210.806643
250.0,2275,21219.483087
505.0,2197,21227.268712
370.0,2999,21237.817971
360.0,2609,21247.504265
330.0,2532,21256.39977
305.0,2305,21264.515109
335.0,2493,21273.532954
430.0,2355,21282.439666
420.0,2925,21292.58925
580.0,3117,21303.785464
265.0,2319,21312.632332
465.0,2909,21323.427947
340.0,3169,21334.5515
445.0,2969,21345.889985
260.0,2019,21352.934838
500.0,3171,21364.34802
220.0,1523,21369.709784
390.0,2699,21380.105409
550.0,2789,21389.946808
600.0,3185,21401.174064
190.0,1537,21407.04516
310.0,1919,21414.164083
315.0,3397,21426.250385
310.0,2627,21436.352192
140.0,1523,21441.665391
385.0,2753,21451.266438
325.0,2719,21461.04973
335.0,2355,21470.044151
275.0,2115,21477.476216
380.0,2723,21486.908861
210.0,1605,21493.232103
335.0,2459,21501.986446
270.0,2379,21510.266009
315.0,2387,21519.162614
380.0,2437,21527.789214
220.0,1545,21533.1325
680.0,3227,21544.54457
335.0,2427,21553.707126
215.0,1605,21559.403534
220.0,1669,21566.08922
245.0,1891,21573.881094
250.0,2227,21581.926427
390.0,3163,21593.397309
225.0,1633,21599.726718
560.0,3395,21613.064718
330.0,2453,21621.639099
475.0,3753,21634.897377
180.0,1431,21640.638446
475.0,2801,21650.675486
130.0,1431,21655.829081
410.0,2596,21665.590795
75.0,1949,21672.574214
350.0,2661,21681.822386
480.0,3411,21693.845462
430.0,2928,21704.060059
410.0,3087,21715.987094
315.0,2209,21724.21256
295.0,3195,21735.491848
255.0,3109,21747.09215
385.0,2893,21757.348799
300.0,2181,21764.969726
650.0,3137,21776.377039
395.0,2503,21785.305323
215.0,1687,21791.124436
275.0,2157,21798.576319
460.0,3055,21810.362637
240.0,1733,21816.359456
275.0,2017,21823.415221
340.0,2597,21832.882998
680.0,3999,21847.403518
820.0,3809,21861.24959
270.0,2357,21869.386306
390.0,3381,21882.153423
235.0,1727,21888.19418
245.0,2347,21896.709231
295.0,2211,21905.13196
295.0,2345,21928.07348
380.0,2591,21937.34917
285.0,2483,21946.16622
360.0,3337,21959.341605
345.0,2213,21967.244471
250.0,2379,21975.527814
240.0,1919,21982.848207
510.0,2339,21991.167462
335.0,2627,22000.719068
380.0,2573,22010.709041
345.0,2523,22019.889131
575.0,3581,22032.563915
430.0,3115,22043.488604
520.0,4145,22058.677234
245.0,1861,22065.173407
635.0,3283,22076.898373
245.0,1931,22084.025654
235.0,2639,22093.757558
125.0,1123,22097.822604
340.0,2639,22107.383852
245.0,1633,22113.499163
380.0,2623,22122.63582
460.0,4105,22137.149986
480.0,2971,22148.185581
370.0,2795,22158.062166
360.0,2253,22165.981987
375.0,3193,22179.645744
325.0,2111,22187.563547
585.0,3537,22200.190626
310.0,2355,22208.906255
275.0,2156,22216.452152
260.0,2011,22223.487836
300.0,2571,22232.448151
355.0,2913,22243.232129
430.0,3053,22253.966326
425.0,2971,22264.50368
325.0,2653,22273.909071
290.0,2567,22283.358059
200.0,1493,22288.485563
275.0,2295,22296.615692
200.0,1547,22302.810726
325.0,2307,22310.99593
655.0,3105,22322.008949
140.0,1453,22327.617441
305.0,2489,22336.474233
260.0,2091,22343.671805
315.0,2033,22350.7845
345.0,3139,22362.299061
300.0,2033,22369.298621
320.0,2359,22377.475953
205.0,1947,22384.840587
345.0,3007,22395.238366
220.0,2215,22402.92644
105.0,1115,22406.987179
530.0,3199,22418.752476
215.0,1745,22424.80463
215.0,1989,22431.714175
365.0,2830,22442.160718
365.0,2413,22450.6877
445.0,2957,22461.075594
305.0,2909,22471.486
245.0,1931,22478.7001
265.0,2665,22487.912559
210.0,1719,22494.061244
260.0,2461,22503.135285
295.0,2207,22510.664174
300.0,1919,22517.29569
615.0,3407,22529.744184
385.0,3017,22540.091677
220.0,1895,22546.654776
365.0,2863,22556.644742
340.0,2765,22566.749259
50.0,1171,22570.765968
280.0,1957,22577.543848
465.0,3667,22590.86187
335.0,2997,22601.361379
320.0,2983,22611.653535
170.0,1541,22617.503204
310.0,2319,22625.66159
300.0,1663,22631.276619
370.0,3063,22641.870415
395.0,3851,22655.933327
330.0,2761,22666.127809
185.0,1545,22671.577625
240.0,2575,22681.249292
355.0,2305,22689.355004
400.0,3181,22700.316552
230.0,2515,22709.234443
445.0,2779,22719.478493
210.0,1721,22725.458329
485.0,3807,22738.819301
375.0,2667,22748.829954
160.0,1565,22754.367013
605.0,2609,22763.666133
300.0,2955,22774.53609
285.0,2339,22783.121174
215.0,1517,22789.098515
190.0,1391,22794.907161
305.0,2703,22804.927304
400.0,3327,22816.698923
210.0,1971,22823.609804
465.0,3877,22837.920759
205.0,1485,22843.136709
560.0,2959,22854.142186
315.0,2149,22862.240979
405.0,2323,22870.477711
310.0,2475,22879.016452
410.0,3343,22891.299961
265.0,2059,22899.317268
245.0,2253,22907.429388
250.0,2355,22916.007042
230.0,1795,22923.735173
185.0,1581,22929.360758
225.0,1915,22936.087914
330.0,2489,22945.630061
330.0,2903,22956.380865
195.0,1527,22961.765452
365.0,2655,22971.472585
350.0,3039,22984.181632
220.0,1493,22989.337334
305.0,2293,22997.545488
340.0,2453,23006.755424
200.0,1943,23013.517714
310.0,2455,23022.175169
195.0,1575,23028.130499
185.0,1493,23033.177253
215.0,2377,23041.571975
235.0,2169,23049.458591
220.0,1563,23054.899253
355.0,2555,23063.803548
320.0,2463,23072.225016
260.0,2215,23081.136771
295.0,2189,23088.856041
340.0,2539,23097.967287
235.0,1905,23105.072562
105.0,1485,23110.426172
195.0,1479,23115.470374
410.0,2613,23124.695695
505.0,2819,23135.134067
95.0,1423,23140.203678
270.0,2201,23147.751744
315.0,2291,23156.276968
235.0,1961,23163.386826
195.0,1537,23168.743647
295.0,2425,23177.506492
270.0,2685,23187.27325
440.0,3251,23198.644306
240.0,1801,23204.80188
355.0,2483,23214.063233
160.0,2465,23222.87072
215.0,1869,23229.472849
300.0,2317,23238.233637
345.0,2515,23247.066177
270.0,1703,23253.067048
110.0,1135,23257.16976
250.0,1781,23263.891947
140.0,1527,23269.114236
215.0,1871,23275.650596
140.0,1469,23281.761666
190.0,1725,23287.742055
230.0,2001,23294.603504
370.0,2755,23305.017006
375.0,2529,23313.877511
640.0,3206,23325.199516
290.0,2503,23334.012765
365.0,2671,23344.210491
355.0,2643,23353.562885
265.0,2337,23361.631054
215.0,1911,23368.882668
80.0,1745,23375.026777
420.0,2506,23383.809611
380.0,2893,23394.111927
350.0,3107,23417.163453
115.0,1455,23422.39156
90.0,1083,23426.119116
440.0,3084,23437.889494
215.0,2021,23444.985262
205.0,1951,23451.779316
300.0,2751,23461.491374
380.0,2781,23472.308949
335.0,2725,23481.94393
215.0,2581,23490.931566
365.0,2729,23501.215305
260.0,2247,23509.212165
345.0,2703,23520.113971
225.0,1897,23527.073462
585.0,3265,23538.706681
230.0,1753,23544.898392
220.0,1567,23550.277028
605.0,2378,23559.22145
300.0,2505,23568.009945
405.0,2977,23578.61253
315.0,2455,23587.510252
345.0,2543,23596.312922
500.0,3245,23607.491054
275.0,2279,23615.433841
175.0,1605,23621.380196
245.0,2145,23628.929062
250.0,2131,23636.343471
215.0,1915,23644.981875
70.0,1163,23649.550823
345.0,3177,23660.875464
225.0,1743,23667.425226
275.0,2133,23674.87403
95.0,1159,23678.866893
215.0,2419,23687.351671
290.0,2269,23695.852792
230.0,1947,23702.640975
310.0,2279,23710.653743
255.0,2289,23719.121711
355.0,2569,23728.116815
275.0,1967,23735.029698
205.0,2259,23743.409896
220.0,1957,23750.10704
235.0,1873,23757.176098
195.0,1441,23762.386532
240.0,1997,23769.744978
260.0,2301,23777.97181
405.0,3129,23788.97025
170.0,1871,23795.889668
220.0,1753,23802.110147
295.0,2179,23810.203705
170.0,1507,23815.935877
480.0,2755,23825.64979
490.0,3097,23836.539537
490.0,2649,23845.857558
205.0,1949,23853.060312
245.0,2399,23861.378724
165.0,1399,23866.264277
280.0,2137,23874.146566
395.0,2819,23883.926942
355.0,3447,23896.220247
745.0,3821,23910.180352
155.0,1509,23915.461542
465.0,2851,23925.395993
180.0,1537,23930.754392
110.0,1399,23936.172651
245.0,1747,23942.124541
150.0,1511,23947.360475
675.0,3295,23959.314451
190.0,1577,23964.830168
240.0,1517,23970.14692
300.0,2903,23980.732893
385.0,2593,23989.644936
215.0,1649,23995.557322
230.0,2043,24003.958508
330.0,3081,24015.716699
225.0,2007,24022.636746
320.0,2219,24030.351946
185.0,2011,24037.924882
240.0,1931,24044.631858
465.0,3579,24057.269393
335.0,2645,24066.917254
265.0,2773,24077.109528
240.0,2473,24085.755454
250.0,2359,24093.944989
305.0,2427,24102.917213
245.0,2663,24112.22839
540.0,2791,24123.775358
200.0,1889,24132.324888
565.0,2757,24144.671098
335.0,2485,24155.950154
335.0,2355,24166.838568
375.0,2599,24179.493576
380.0,2773,24190.241526
275.0,1767,24196.525538
250.0,2347,24205.463718
180.0,1511,24210.735937
380.0,2615,24220.016974
335.0,2479,24229.673001
525.0,3431,24241.844979
230.0,2257,24249.790436
495.0,3271,24261.769043
770.0,4177,24276.499817
450.0,2263,24284.248331
130.0,1439,24289.21467
355.0,2711,24299.316394
360.0,2499,24307.985687
445.0,3537,24321.709923
450.0,2147,24330.479435
470.0,2175,24338.16136
235.0,1965,24345.01623
420.0,3523,24357.906399
295.0,2329,24366.889662
630.0,3041,24379.663651
220.0,1917,24386.246156
340.0,2777,24396.622864
285.0,2619,24405.828816
535.0,3107,24416.639782
455.0,3153,24428.369554
350.0,2467,24437.041849
265.0,1867,24443.322948
245.0,2065,24450.575284
390.0,2663,24460.301076
145.0,1481,24465.462727
560.0,2751,24475.016276
630.0,3744,24488.488166
245.0,2241,24496.264025
510.0,3675,24509.010442
585.0,2997,24519.832861
275.0,2535,24528.637126
310.0,2127,24536.002649
575.0,4088,24550.413437
435.0,3119,24561.720188
235.0,2395,24570.238568
320.0,2835,24579.998335
410.0,2573,24589.493433
205.0,2021,24596.762254
525.0,3983,24611.587842
370.0,3209,24624.06298
360.0,2715,24633.584435
220.0,1903,24640.248829
380.0,3077,24651.155835
385.0,2609,24661.51402
270.0,2689,24670.971395
315.0,2643,24680.266172
330.0,2297,24688.885316
160.0,1481,24693.965868
390.0,3087,24704.907664
420.0,3085,24716.287809
345.0,2187,24724.410015
310.0,2029,24731.499579
325.0,2361,24739.574047
245.0,1891,24746.757632
400.0,3225,24757.916074
440.0,3299,24769.551106
455.0,2993,24780.498559
570.0,3328,24792.13637
455.0,3107,24803.221519
305.0,2043,24810.378472
445.0,3091,24821.618191
290.0,2825,24831.469184
365.0,2559,24840.397958
535.0,2545,24849.854944
400.0,2531,24858.626058
600.0,3775,24871.861822
575.0,4155,24886.422411
570.0,3359,24913.545349
220.0,3033,24924.123393
215.0,1937,24930.795288
95.0,1483,24936.421282
240.0,2007,24943.582963
400.0,2837,24953.400223
140.0,1491,24959.18243
215.0,2195,24966.847764
130.0,2155,24974.343736
625.0,2571,24983.951577
265.0,2163,24991.547755
235.0,2711,25000.99025
265.0,2401,25009.373371
450.0,4243,25024.875064
250.0,2063,25032.167992
320.0,2135,25039.772274
480.0,2693,25049.095282
470.0,3363,25061.462782
210.0,1933,25068.261178
465.0,3013,25078.679555
370.0,2729,25088.674659
355.0,2334,25096.840518
315.0,3385,25108.608681
340.0,2801,25118.177543
505.0,3837,25131.904835
440.0,3013,25142.434446
460.0,3019,25152.988008
415.0,2993,25163.804523
430.0,2647,25173.02851
285.0,2621,25182.439804
325.0,3167,25193.841218
80.0,1165,25198.286551
340.0,2513,25207.040008
370.0,2945,25217.726786
225.0,1837,25225.395299
435.0,2803,25235.237126
495.0,3905,25249.050333
515.0,3483,25261.55896
520.0,3335,25273.73718
170.0,2003,25280.563083
290.0,2431,25289.075934
460.0,3559,25301.978083
405.0,2851,25311.873043
235.0,1861,25318.327469
550.0,2809,25329.51426
305.0,2303,25337.498641
275.0,2391,25345.999274
245.0,2069,25353.783379
365.0,2453,25362.930067
295.0,3237,25374.258627
375.0,2567,25383.196808
525.0,2799,25393.573173
515.0,3587,25406.254129
435.0,3251,25417.535073
620.0,2627,25427.192002
215.0,1671,25433.462523
130.0,2073,25440.718976
325.0,2611,25449.850996
195.0,1983,25457.286869
240.0,2249,25465.394842
325.0,2015,25472.441149
250.0,2167,25480.714218
295.0,1617,25486.383277
395.0,2845,25496.546071
255.0,1755,25503.244668
170.0,1927,25510.008194
670.0,3705,25523.051748
190.0,1889,25529.782078
495.0,3839,25543.9145
305.0,3015,25554.945342
520.0,3705,25568.203584
395.0,3181,25579.88172
375.0,3009,25590.449158
495.0,3633,25603.334781
130.0,1593,25609.497302
360.0,2997,25620.218485
270.0,2035,25627.286393
575.0,3645,25640.111029
220.0,1635,25646.344938
645.0,3059,25656.98612
390.0,3315,25668.681369
365.0,2531,25678.147887
295.0,1835,25684.578676
185.0,1891,25691.164324
290.0,2517,25700.616715
535.0,2281,25708.560403
395.0,3513,25720.983489
505.0,3563,25733.514841
755.0,3819,25747.455299
50.0,1445,25752.417285
430.0,3183,25763.68183
320.0,2817,25773.939901
340.0,2643,25783.199035
165.0,1879,25789.782614
240.0,2589,25799.412602
285.0,2391,25808.155344
260.0,2057,25815.353292
515.0,4325,25831.889502
340.0,2595,25841.773917
225.0,1997,25849.400672
290.0,2937,25860.040127
220.0,1797,25866.982358
570.0,3395,25879.665622
395.0,2297,25887.813839
175.0,1977,25895.175122
315.0,2381,25904.071088
480.0,3707,25917.233876
615.0,3019,25927.816869
270.0,2343,25936.936171
410.0,3599,25949.564938
260.0,3273,25961.066627
260.0,2487,25970.321103
520.0,3193,25981.911347
85.0,1061,25985.502993
635.0,3059,25997.178032
525.0,3179,26008.299897
145.0,1553,26013.821773
440.0,3005,26024.303348
595.0,3411,26037.013482
335.0,2905,26047.322986
320.0,2767,26057.055404
25.0,1009,26060.897049
225.0,2173,26068.457451
355.0,3517,26080.864483
295.0,2273,26088.976548
215.0,2061,26096.494161
275.0,2037,26103.58865
445.0,3695,26116.570902
300.0,2239,26124.881374
300.0,2233,26132.62083
600.0,3407,26144.503224
0.0,961,26148.40971
340.0,2727,26158.333827
745.0,3883,26172.069349
260.0,2333,26180.661247
425.0,3571,26193.282905
360.0,3123,26204.309986
105.0,1645,26210.035479
245.0,2209,26218.384002
215.0,1981,26225.176825
230.0,2341,26233.355765
330.0,2985,26244.24169
465.0,3167,26255.834695
195.0,1597,26261.427796
465.0,3919,26275.567754
185.0,1925,26282.265894
480.0,3001,26292.811573
580.0,2809,26302.712275
560.0,3975,26317.137702
305.0,2911,26327.461723
335.0,3033,26337.996614
270.0,2043,26345.699431
240.0,2591,26354.772705
360.0,3049,26381.78233
420.0,3185,26394.400084
320.0,2327,26402.806567
350.0,2531,26411.639789
210.0,1983,26418.591768
520.0,4251,26434.441599
235.0,2587,26444.655886
415.0,2839,26455.636612
400.0,3159,26467.324249
485.0,3041,26478.464492
350.0,2545,26487.735887
395.0,3037,26498.472478
230.0,1459,26504.150885
525.0,4277,26520.138508
655.0,2871,26530.271101
475.0,3371,26542.625735
340.0,2929,26553.013541
555.0,3585,26565.547377
575.0,3955,26580.888081
120.0,1355,26586.040448
440.0,2667,26595.478307
285.0,2169,26603.328506
285.0,1975,26610.669592
580.0,2783,26620.438106
555.0,3655,26633.527919
215.0,1453,26639.183665
510.0,3217,26650.461896
250.0,3263,26661.892054
290.0,1935,26668.685739
580.0,3407,26681.166344
505.0,2927,26691.390026
545.0,3437,26703.616256
330.0,2677,26713.37836
440.0,2913,26723.564522
100.0,1073,26727.209902
220.0,1927,26734.420495
385.0,2881,26744.527143
210.0,1561,26749.970321
525.0,3459,26762.1096
365.0,2717,26772.186182
300.0,2585,26781.262909
220.0,1751,26787.40232
310.0,2465,26796.407344
410.0,3197,26807.57839
190.0,1481,26812.687503
250.0,1767,26819.763554
200.0,1511,26824.925853
395.0,2487,26833.683666
610.0,4083,26848.015954
205.0,2489,26857.168162
155.0,1635,26862.948164
295.0,2509,26871.528439
225.0,2437,26880.480514
195.0,1905,26887.234456
245.0,2191,26895.025797
480.0,3309,26907.107414
275.0,2393,26915.324977
215.0,2495,26924.069817
600.0,4061,26938.12364
570.0,3756,26951.837247
520.0,4059,26966.040731
745.0,3743,26979.168118
355.0,3232,26990.53545
635.0,3181,27002.138918
390.0,3651,27014.883146
470.0,3075,27025.66409
240.0,2417,27034.499333
305.0,2767,27044.140894
310.0,2476,27053.209723
450.0,2999,27063.950128
520.0,4239,27079.4117
180.0,1915,27086.077339
495.0,3499,27098.100467
405.0,3541,27110.610916
525.0,4173,27125.911582
600.0,4193,27140.520706
335.0,2699,27149.981431
160.0,2027,27157.962014
205.0,2459,27166.589888
425.0,3121,27177.603572
345.0,2459,27186.611678
615.0,3077,27197.449101
525.0,4049,27211.653698
185.0,2089,27218.925167
325.0,2437,27227.904445
445.0,3029,27238.452054
575.0,4199,27255.413604
565.0,3570,27268.038462
170.0,1611,27274.140661
605.0,4251,27288.962078
280.0,2673,27298.443034
615.0,3561,27311.44206
535.0,3569,27323.877575
150.0,1927,27330.56141
495.0,3937,27344.707783
385.0,2691,27354.585734
330.0,2943,27365.066287
570.0,4181,27380.355475
720.0,4063,27394.769614
460.0,2335,27403.080905
430.0,3137,27414.683679
180.0,2089,27422.294121
165.0,2067,27429.490202
155.0,1567,27434.928587
370.0,3065,27446.047014
185.0,1985,27452.940778
355.0,2673,27462.286788
430.0,3981,27476.769379
480.0,3335,27488.409897
185.0,1869,27494.848964
500.0,3647,27507.756264
210.0,1943,27514.995791
515.0,4075,27529.156565
285.0,2717,27538.638647
335.0,2435,27547.613678
140.0,1847,27553.999079
175.0,2247,27561.850958
510.0,3323,27574.007431
165.0,2071,27581.38868
50.0,1637,27587.101938
465.0,3561,27599.614739
250.0,2821,27609.807664
425.0,2943,27620.173381
445.0,3431,27632.153435
425.0,3603,27645.267779
300.0,2915,27655.958947
230.0,2851,27666.978169
140.0,1949,27674.27966
120.0,1717,27680.526577
65.0,1687,27686.408395
450.0,3195,27697.71568
405.0,4133,27712.870181
475.0,3219,27726.219676
425.0,3009,27739.970502
75.0,1427,27746.488319
265.0,2981,27758.268718
30.0,2039,27765.426718
545.0,3840,27779.135496
165.0,1925,27786.457661
490.0,2791,27796.348551
275.0,2547,27805.339399
315.0,3217,27817.172298
300.0,3393,27829.270125
515.0,3905,27843.084386
300.0,3283,27872.776459
165.0,2037,27880.060871
405.0,3123,27890.982504
270.0,2819,27901.076158
330.0,2725,27911.013932
190.0,2081,27918.952604
115.0,2087,27927.536599
260.0,2813,27938.192242
180.0,1995,27945.169991
140.0,2035,27952.183346
405.0,3381,27965.019929
320.0,3175,27976.271858
320.0,3007,27986.734691
110.0,1819,27993.056153
410.0,3597,28006.044424
75.0,1417,28011.026294
505.0,3661,28023.809913
795.0,6635,28047.717651
230.0,2349,28055.925512
265.0,2715,28065.377899
325.0,3069,28076.603618
240.0,2519,28085.384577
425.0,2547,28094.321656
55.0,1829,28100.664004
365.0,3273,28112.572988
520.0,4765,28129.56479
490.0,4321,28145.993176
195.0,1895,28153.199957
390.0,2737,28162.964582
85.0,2223,28171.217191
105.0,2103,28178.748546
215.0,2453,28188.00686
530.0,3815,28201.650917
65.0,1129,28205.55181
345.0,2703,28215.302488
450.0,3461,28227.617204
745.0,4899,28245.410452
300.0,2435,28254.707007
370.0,3421,28268.396667
575.0,3927,28283.623022
395.0,2959,28294.277754
410.0,3007,28305.9009
225.0,2523,28315.560716
260.0,2031,28322.723535
215.0,2421,28331.429816
360.0,3213,28343.537517
250.0,2243,28351.426177
280.0,2631,28360.674633
170.0,1905,28367.917472
335.0,2869,28377.947582
310.0,2315,28385.961801
85.0,1543,28391.679023
545.0,4107,28406.642128
410.0,3625,28419.77885
200.0,1811,28426.150296
455.0,2911,28436.854106
490.0,3311,28448.45321
285.0,2761,28458.226079
830.0,3669,28471.710655
800.0,4145,28486.397326
745.0,3285,28498.118422
540.0,3781,28511.869648
645.0,3585,28524.390714
520.0,3895,28537.917074
440.0,3055,28549.413984
395.0,2651,28559.209798
100.0,1331,28563.817376
575.0,3637,28577.139857
375.0,2671,28587.111349
605.0,3329,28599.947947
490.0,3743,28616.453623
710.0,4075,28632.020042
545.0,3847,28647.0959
500.0,3283,28658.857963
250.0,2579,28667.903023
545.0,3709,28681.88854
305.0,2129,28689.473403
510.0,3199,28700.69803
365.0,2519,28710.515564
355.0,2873,28720.635459
185.0,2911,28730.840218
105.0,1433,28736.336317
345.0,2929,28746.823293
460.0,3633,28759.774555
440.0,3155,28770.890069
155.0,2391,28780.176985
450.0,3609,28793.376569
235.0,1799,28799.830426
570.0,3879,28814.476951
120.0,1477,28819.559515
275.0,2703,28828.979098
300.0,2281,28837.281541
480.0,3143,28848.580884
200.0,2331,28856.6755
525.0,3965,28870.7725
185.0,2503,28880.314254
220.0,1879,28887.99551
655.0,3145,28899.925828
195.0,1851,28906.656218
325.0,2649,28916.335969
515.0,3257,28928.476459
525.0,3449,28941.446169
545.0,3931,28955.26008
360.0,2445,28963.786705
430.0,2677,28972.985382
175.0,1527,28978.866161
190.0,1859,28985.309675
845.0,4513,29001.294553
395.0,2749,29011.467257
235.0,2595,29020.577959
905.0,3937,29034.691762
600.0,3725,29047.801099
655.0,3983,29062.638823
520.0,3553,29075.174872
425.0,2763,29084.756864
315.0,2167,29092.962223
200.0,2385,29101.315911
470.0,3827,29114.753697
375.0,3513,29127.505411
480.0,3763,29140.537668
405.0,3409,29152.566147
150.0,1565,29158.255232
280.0,2009,29165.91916
770.0,4210,29180.792383
500.0,3267,29192.513574
325.0,2529,29202.052758
545.0,4045,29217.014696
745.0,3753,29230.297619
570.0,3731,29244.228299
380.0,3081,29255.184564
410.0,2461,29263.867779
330.0,2395,29272.452607
100.0,1495,29278.258523
555.0,3879,29291.978483
425.0,2733,29301.622255
240.0,1981,29309.202747
520.0,3175,29320.468748
385.0,2337,29328.682031
545.0,3759,29342.364331
285.0,2991,29371.767658
540.0,4151,29386.596493
440.0,2639,29396.049239
865.0,4067,29411.149853
410.0,2933,29421.73658
540.0,3537,29434.144441
500.0,3695,29447.763689
265.0,2073,29455.077162
630.0,4641,29471.627328
250.0,2919,29482.593383
330.0,2507,29491.520165
420.0,2581,29501.812236
325.0,2395,29510.993106
640.0,2857,29521.884732
400.0,3295,29533.443567
600.0,3579,29546.087261
600.0,3557,29559.41272
315.0,2557,29568.723243
480.0,4143,29583.245004
470.0,3379,29595.122376
195.0,2203,29603.5346
540.0,4273,29618.811723
500.0,4019,29633.047902
455.0,4245,29648.667413
290.0,2005,29655.699688
350.0,2755,29665.439922
355.0,2819,29676.128236
750.0,3481,29688.341933
415.0,3341,29700.194906
175.0,2013,29707.2073
430.0,3629,29720.748764
600.0,4341,29736.194351
685.0,4689,29752.577434
370.0,2747,29762.760726
335.0,3039,29773.505108
800.0,3781,29786.855604
305.0,2583,29796.36964
520.0,3807,29810.19563
515.0,4203,29825.251134
630.0,4049,29839.458382
500.0,2845,29850.407457
505.0,3243,29861.873135
770.0,3895,29875.577549
545.0,3933,29890.266092
985.0,6247,29912.213591
440.0,3441,29924.358964
350.0,2559,29933.861743
730.0,4903,29951.136592
670.0,4513,29966.946848
465.0,2885,29977.088868
305.0,2223,29985.384527
530.0,3853,29999.037889
395.0,3185,30010.157165
370.0,2689,30020.143682
450.0,3429,30032.262078
575.0,3827,30045.859658
250.0,1945,30053.363213
500.0,3367,30065.605342
545.0,3675,30078.538478
210.0,1957,30085.420697
775.0,5067,30105.181984
605.0,3467,30119.206088
325.0,2203,30127.845671
445.0,3099,30139.643351
75.0,1055,30143.268727
570.0,3633,30156.220034
575.0,4192,30171.328844
530.0,3885,30187.744862
515.0,3565,30200.508686
555.0,3808,30214.130335
440.0,3131,30225.862486
570.0,3255,30237.334233
575.0,3291,30249.047408
435.0,3087,30260.31461
145.0,1527,30266.047472
410.0,3357,30277.975875
495.0,3335,30290.448819
470.0,3199,30301.917616
545.0,3770,30315.739478
410.0,2455,30324.42786
575.0,3487,30337.137776
310.0,2583,30346.651886
695.0,3655,30359.740492
375.0,2565,30368.741513
305.0,2235,30377.301795
495.0,3105,30388.235648
570.0,3981,30402.122162
585.0,3629,30415.387304
425.0,2913,30425.897549
770.0,4121,30440.344071
460.0,3023,30450.882373
725.0,3913,30465.380417
455.0,3609,30478.011651
605.0,4153,30492.641855
600.0,3957,30507.089277
300.0,3199,30518.321725
505.0,4015,30532.439036
400.0,3157,30543.627043
300.0,2203,30551.870099
575.0,2731,30561.453967
285.0,2301,30569.638971
155.0,1947,30576.908369
305.0,2685,30586.449631
630.0,2793,30596.470248
800.0,4061,30611.200153
600.0,4149,30625.826173
550.0,3423,30637.92099
570.0,4157,30652.728604
440.0,3151,30664.387015
470.0,3953,30678.433257
545.0,3691,30691.432351
435.0,2861,30701.890359
545.0,4025,30716.29381
275.0,2229,30724.193016
295.0,2111,30732.557447
770.0,4375,30749.41565
325.0,2149,30757.023104
580.0,3799,30770.314822
360.0,2755,30780.415802
840.0,6927,30805.33296
355.0,2487,30814.033623
500.0,2893,30825.020314
525.0,4135,30860.49
270.0,2207,30868.355968
480.0,2705,30877.935655
365.0,2527,30887.271546
280.0,2173,30895.234305
455.0,2849,30905.459479
575.0,4002,30919.80721
495.0,3593,30932.576246
745.0,3533,30945.002579
405.0,2403,30953.600276
505.0,3521,30966.822143
345.0,2551,30975.805891
560.0,2743,30985.575385
300.0,2521,30996.318766
775.0,3899,31011.09932
470.0,2915,31021.638127
490.0,4019,31036.416176
455.0,3271,31048.410019
600.0,3811,31061.601508
485.0,3073,31072.450755
305.0,2397,31081.176917
520.0,3653,31093.894705
360.0,2227,31101.637101
570.0,3751,31115.324184
600.0,3659,31128.124353
385.0,2401,31136.441258
600.0,4161,31150.939929
555.0,3789,31164.734089
600.0,3849,31178.116776
515.0,3317,31189.542665
540.0,3561,31202.582777
365.0,2839,31212.44675
310.0,2157,31219.97724
630.0,4101,31234.157772
470.0,3729,31247.503232
320.0,2287,31255.45142
480.0,3143,31266.502853
610.0,3707,31279.81117
705.0,4105,31294.132476
600.0,4405,31309.485431
160.0,1447,31314.842718
600.0,3813,31328.260754
395.0,3173,31339.597107
580.0,2825,31351.795727
145.0,1439,31357.762225
520.0,4021,31372.701817
425.0,2493,31381.634252
515.0,3301,31393.346336
545.0,3509,31406.185252
705.0,5305,31424.69719
280.0,2369,31432.915479
415.0,3327,31445.297519
740.0,3323,31457.00848
260.0,2109,31464.377324
515.0,3769,31478.309759
485.0,3677,31491.193403
455.0,3745,31504.388131
465.0,3063,31515.304068
575.0,3217,31528.907699
205.0,1497,31534.041142
425.0,2537,31542.884077
520.0,3317,31555.13613
485.0,3369,31567.037768
400.0,2455,31575.756469
595.0,3139,31587.274235
550.0,3968,31601.108791
370.0,3139,31612.084431
525.0,3273,31623.910723
40.0,1053,31627.69382
380.0,3211,31638.927029
415.0,2637,31648.152431
570.0,3657,31661.417163
490.0,4087,31675.703375
390.0,2649,31684.933705
330.0,2695,31694.679554
110.0,1051,31698.328128
805.0,5987,31719.460979
280.0,2279,31727.791946
335.0,2842,31737.84027
420.0,3503,31750.079312
170.0,2009,31757.016112
515.0,3511,31769.928694
200.0,2167,31777.486475
805.0,4183,31792.086842
515.0,3807,31806.035506
375.0,2883,31816.175683
680.0,4475,31831.816049
425.0,3057,31843.029071
195.0,1745,31849.154362
150.0,2159,31857.074225
745.0,3193,31868.160868
745.0,4059,31882.917911
500.0,3399,31894.932171
310.0,2951,31905.507428
670.0,3329,31918.004553
